relation	pattern_type	precision	support	priority	pattern_data
Entity-Origin(e1,e2)	BIGRAM	1.000	6	4010001	(('from', 'previous'),)
Message-Topic(e1,e2)	BIGRAM	1.000	6	4010000	(('be', 'about'),)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	6	2010001	('transport',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	6	2010000	('blow',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	6	2010000	('import',)
Other	BEFORE_E1	1.000	6	2010001	('tree',)
Message-Topic(e1,e2)	DEP_VERB	1.000	6	4010001	('describe', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	6	4010001	('explore', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	6	4010001	('explain', 'nsubj', 'dobj')
Entity-Destination(e1,e2)	SYNSET	1.000	6	2010000	('misplace.v.01',)
Entity-Destination(e1,e2)	SYNSET	1.000	6	2010001	('insert.v.01',)
Message-Topic(e1,e2)	SYNSET	1.000	6	2010001	('detail.v.01',)
Content-Container(e2,e1)	HYPERNYM	1.000	6	6010001	('vessel.n.03', 'binary_compound.n.01')
Product-Producer(e2,e1)	HYPERNYM	1.000	6	6010000	('communicator.n.01', 'publication.n.01')
Entity-Destination(e1,e2)	FRAME	1.000	6	2010000	('Losing',)
Message-Topic(e1,e2)	FRAME	1.000	6	2010001	('Temporary_group',)
Cause-Effect(e2,e1)	PREP_STRUCT_LEXNAME	1.000	6	10010000	('by', 'cause', 'nsubjpass', 'agent', 'noun.event', 'noun.act')
Entity-Destination(e1,e2)	PREP_STRUCT_LEXNAME	1.000	6	10010000	('into', 'move', 'nsubj', 'prep', 'noun.person', 'noun.artifact')
Cause-Effect(e1,e2)	PREP_STRUCT_LEXNAME	1.000	6	10010000	('of', 'cause', 'none', 'prep', 'noun.state', 'noun.state')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010001	('into', 'blow', 'dobj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010001	('into', 'push', 'nsubjpass', 'prep')
Entity-Origin(e1,e2)	PREP_STRUCT	1.000	6	8010001	('from', 'descend', 'nsubj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010000	('to', 'donate', 'dobj', 'prep')
Cause-Effect(e1,e2)	PREP_STRUCT	1.000	6	8010001	('to', 'lead', 'nsubj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010000	('into', 'import', 'nsubjpass', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010001	('into', 'fly', 'nsubj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010001	('into', 'add', 'nsubjpass', 'prep')
Content-Container(e1,e2)	PREP_STRUCT	1.000	6	8010001	('in', 'keep', 'dobj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010001	('to', 'deliver', 'dobj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010001	('to', 'send', 'dobj', 'dative')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	6	8010000	('to', 'give', 'nsubjpass', 'dative')
Message-Topic(e1,e2)	PREP_STRUCT	1.000	6	8010000	('about', 'be', 'nsubj', 'prep')
Entity-Origin(e1,e2)	PREP_STRUCT	1.000	6	8010001	('from', 'emerge', 'nsubj', 'prep')
Message-Topic(e1,e2)	PREP_GOV_LEX	1.000	6	2010000	('around', 'verb.stative')
Cause-Effect(e2,e1)	PREP_GOV_LEX	1.000	6	2010001	('after', 'verb.cognition')
Message-Topic(e1,e2)	PREP_GOV_LEX	1.000	6	2010001	('about', 'noun.substance')
Entity-Origin(e1,e2)	LEMMA	1.000	5	2010000	('hail',)
Message-Topic(e1,e2)	LEMMA	1.000	5	2010000	('devote',)
Entity-Origin(e1,e2)	LEMMA	1.000	5	2010000	('evaporate',)
Other	LEMMA	1.000	5	2010001	('participant',)
Product-Producer(e1,e2)	LEMMA	1.000	5	2010000	('pen',)
Other	LEMMA	1.000	5	2010000	('participate',)
Entity-Origin(e1,e2)	BIGRAM	1.000	5	4010000	(('hail', 'from'),)
Product-Producer(e2,e1)	BIGRAM	1.000	5	4010001	(('have', 'complete'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	5	4010001	(('the', 'victim'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	5	4010000	(('victim', 'with'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010000	(('the', 'deep'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010001	(('be', 'misplace'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	5	4010000	(('the', 'cause'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	5	4010001	(('escape', 'from'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010000	(('be', 'inject'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010001	(('inject', 'into'),)
Other	BIGRAM	1.000	5	4010001	(('participant', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010000	(('add', 'to'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010001	(('hand', 'over'),)
Message-Topic(e1,e2)	BIGRAM	1.000	5	4010000	(('give', 'an'),)
Product-Producer(e2,e1)	BIGRAM	1.000	5	4010001	(('issue', 'a'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	5	4010001	(('wield', 'the'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	5	4010001	(('remove', 'into'),)
Component-Whole(e2,e1)	BIGRAM	1.000	5	4010001	(('include', 'the'),)
Other	BIGRAM	1.000	5	4010000	(('participate', 'in'),)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	5	2010000	('donate',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	5	2010000	('spread',)
Entity-Origin(e1,e2)	AFTER_E2	1.000	5	2010000	('ago',)
Product-Producer(e2,e1)	DEP_VERB	1.000	5	4010000	('issue', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	5	4010001	('consider', 'nsubj', 'dobj')
Product-Producer(e2,e1)	DEP_VERB	1.000	5	4010000	('manufacture', 'nsubj', 'dobj')
Entity-Origin(e1,e2)	SYNSET	1.000	5	2010001	('acclaim.v.01',)
Entity-Origin(e1,e2)	SYNSET	1.000	5	2010000	('evaporate.v.01',)
Instrument-Agency(e2,e1)	SYNSET	1.000	5	2010000	('tag.v.01',)
Other	SYNSET	1.000	5	2010001	('participate.v.01',)
Member-Collection(e2,e1)	HYPERNYM	1.000	5	6010000	('army_unit.n.01', 'infantryman.n.01')
Cause-Effect(e2,e1)	HYPERNYM	1.000	5	6010000	('ill_health.n.01', 'microorganism.n.01')
Entity-Origin(e2,e1)	HYPERNYM	1.000	5	6010001	('fruit_tree.n.01', 'secretion.n.02')
Entity-Origin(e1,e2)	FRAME	1.000	5	2010000	('Precipitation',)
Other	FRAME	1.000	5	2010001	('Participation',)
Content-Container(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010001	('in', 'hide', 'nsubjpass', 'prep', 'noun.artifact', 'noun.artifact')
Product-Producer(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010000	('by', 'make', 'none', 'agent', 'noun.communication', 'noun.person')
Instrument-Agency(e2,e1)	PREP_STRUCT_LEXNAME	1.000	5	10010000	('with', 'kill', 'nsubj', 'prep', 'noun.person', 'noun.artifact')
Member-Collection(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010001	('of', 'part', 'none', 'prep', 'noun.person', 'noun.group')
Cause-Effect(e2,e1)	PREP_STRUCT_LEXNAME	1.000	5	10010001	('by', 'cause', 'nsubjpass', 'agent', 'noun.state', 'noun.artifact')
Cause-Effect(e2,e1)	PREP_STRUCT_LEXNAME	1.000	5	10010000	('by', 'cause', 'none', 'agent', 'noun.event', 'noun.phenomenon')
Cause-Effect(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010000	('in', 'result', 'nsubj', 'prep', 'noun.act', 'noun.event')
Instrument-Agency(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010000	('by', 'use', 'nsubjpass', 'agent', 'noun.communication', 'noun.person')
Content-Container(e2,e1)	PREP_STRUCT_LEXNAME	1.000	5	10010001	('of', 'full', 'none', 'prep', 'noun.artifact', 'noun.artifact')
Component-Whole(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010001	('of', 'part', 'none', 'prep', 'noun.body', 'noun.body')
Entity-Destination(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010000	('into', 'pour', 'dobj', 'prep', 'noun.substance', 'noun.artifact')
Entity-Origin(e1,e2)	PREP_STRUCT_LEXNAME	1.000	5	10010000	('from', 'be', 'nsubj', 'prep', 'noun.communication', 'noun.communication')
Message-Topic(e1,e2)	PREP_STRUCT	1.000	5	8010001	('to', 'dedicate', 'none', 'prep')
Entity-Origin(e1,e2)	PREP_STRUCT	1.000	5	8010000	('from', 'release', 'nsubjpass', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('into', 'import', 'dobj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('into', 'misplace', 'nsubjpass', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('to', 'export', 'dobj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010001	('into', 'inject', 'nsubjpass', 'prep')
Other	PREP_STRUCT	1.000	5	8010001	('in', 'participant', 'none', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('into', 'leak', 'dobj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('into', 'insert', 'nsubjpass', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('over', 'hand', 'nsubjpass', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('to', 'take', 'dobj', 'prep')
Member-Collection(e2,e1)	PREP_STRUCT	1.000	5	8010001	('of', 'pleiad', 'pobj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010000	('into', 'invest', 'nsubjpass', 'prep')
Cause-Effect(e2,e1)	PREP_STRUCT	1.000	5	8010000	('from', 'pollution', 'nsubj', 'prep')
Entity-Destination(e1,e2)	PREP_STRUCT	1.000	5	8010001	('into', 'remove', 'nsubjpass', 'prep')
Other	PREP_STRUCT	1.000	5	8010001	('in', 'participate', 'nsubj', 'prep')
Entity-Destination(e1,e2)	PREP_GOV_LEX	1.000	5	2010001	('over', 'verb.possession')
Component-Whole(e2,e1)	PREP_GOV_LEX	1.000	5	2010000	('with', 'noun.animal')
Message-Topic(e1,e2)	PREP_ROLES	1.000	5	2010000	('on', 'prep', 'prep')
Other	LEMMA	1.000	4	2010001	('pertinent',)
Entity-Destination(e1,e2)	LEMMA	1.000	4	2010000	('export',)
Cause-Effect(e1,e2)	LEMMA	1.000	4	2010000	('acne',)
Entity-Destination(e1,e2)	LEMMA	1.000	4	2010001	('donate',)
Message-Topic(e2,e1)	LEMMA	1.000	4	2010001	('theme',)
Message-Topic(e1,e2)	LEMMA	1.000	4	2010001	('swirl',)
Entity-Origin(e1,e2)	LEMMA	1.000	4	2010000	('abscond',)
Entity-Destination(e1,e2)	LEMMA	1.000	4	2010000	('pour',)
Message-Topic(e1,e2)	LEMMA	1.000	4	2010000	('reveal',)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010000	(('have', 'to'),)
Other	BIGRAM	1.000	4	4010001	(('be', 'denote'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('be', 'export'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('export', 'to'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	4	4010000	(('kill', 'the'),)
Product-Producer(e2,e1)	BIGRAM	1.000	4	4010001	(('build', 'the'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010001	(('evaporate', 'from'),)
Other	BIGRAM	1.000	4	4010000	(('a', 'great'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('carry', 'into'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010001	(('center', 'around'),)
Product-Producer(e2,e1)	BIGRAM	1.000	4	4010000	(('invent', 'a'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010001	(('directly', 'into'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010001	(('be', 'donate'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010000	(('donate', 'to'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('off', 'from'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010001	(('depict', 'the'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010000	(('speak', 'about'),)
Component-Whole(e2,e1)	BIGRAM	1.000	4	4010001	(('have', 'the'),)
Other	BIGRAM	1.000	4	4010000	(('a', 'participant'),)
Message-Topic(e2,e1)	BIGRAM	1.000	4	4010001	(('be', 'document'),)
Product-Producer(e2,e1)	BIGRAM	1.000	4	4010001	(('build', 'a'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('produce', 'from'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010001	(('over', 'to'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('move', 'from'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010001	(('comment', 'on'),)
Instrument-Agency(e2,e1)	BIGRAM	1.000	4	4010000	(('she', 'with'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010001	(('from', 'outer'),)
Message-Topic(e2,e1)	BIGRAM	1.000	4	4010001	(('summarise', 'in'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010001	(('award', 'to'),)
Cause-Effect(e1,e2)	BIGRAM	1.000	4	4010001	(('which', 'cause'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010001	(('to', 'discuss'),)
Other	BIGRAM	1.000	4	4010001	(('into', 'deep'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010001	(('from', 'past'),)
Entity-Origin(e1,e2)	BIGRAM	1.000	4	4010000	(('abscond', 'from'),)
Product-Producer(e1,e2)	BIGRAM	1.000	4	4010000	(('the', 'pen'),)
Product-Producer(e1,e2)	BIGRAM	1.000	4	4010000	(('pen', 'of'),)
Message-Topic(e1,e2)	BIGRAM	1.000	4	4010000	(('chart', 'the'),)
Cause-Effect(e2,e1)	BIGRAM	1.000	4	4010001	(('instigate', 'by'),)
Entity-Destination(e1,e2)	BIGRAM	1.000	4	4010001	(('to', 'another'),)
Other	BIGRAM	1.000	4	4010000	(('at', 'an'),)
Other	BIGRAM	1.000	4	4010001	(('cultivate', 'the'),)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	4	2010000	('export',)
Entity-Destination(e1,e2)	BEFORE_E1	1.000	4	2010000	('deliver',)
Message-Topic(e2,e1)	DEP_VERB	1.000	4	4010000	('receive', 'nsubj', 'dobj')
Message-Topic(e1,e2)	DEP_VERB	1.000	4	4010001	('show', 'nsubj', 'dobj')
Other	DEP_VERB	1.000	4	4010001	('cultivate', 'nsubj', 'dobj')
Instrument-Agency(e2,e1)	SYNSET	1.000	4	2010000	('clean.v.01',)
Entity-Destination(e1,e2)	SYNSET	1.000	4	2010000	('export.v.01',)
Entity-Destination(e1,e2)	SYNSET	1.000	4	2010001	('donate.v.01',)
Entity-Destination(e1,e2)	SYNSET	1.000	4	2010000	('award.v.01',)
Entity-Origin(e1,e2)	SYNSET	1.000	4	2010000	('abscond.v.01',)
Entity-Destination(e1,e2)	SYNSET	1.000	4	2010001	('pour.v.01',)
Message-Topic(e1,e2)	SYNSET	1.000	4	2010000	('uncover.v.01',)
Cause-Effect(e2,e1)	HYPERNYM	1.000	4	6010000	('change.n.01', 'geological_phenomenon.n.01')
Member-Collection(e1,e2)	HYPERNYM	1.000	4	6010000	('aquatic_vertebrate.n.01', 'sandbank.n.01')
Cause-Effect(e2,e1)	HYPERNYM	1.000	4	6010001	('ill_health.n.01', 'infectious_agent.n.01')
Cause-Effect(e2,e1)	HYPERNYM	1.000	4	6010001	('happening.n.01', 'contact.n.04')
Content-Container(e1,e2)	HYPERNYM	1.000	4	6010000	('explosive_device.n.01', 'container.n.01')
Content-Container(e2,e1)	HYPERNYM	1.000	4	6010000	('vessel.n.03', 'fluid.n.01')
Cause-Effect(e2,e1)	HYPERNYM	1.000	4	6010001	('happening.n.01', 'infectious_agent.n.01')
Member-Collection(e1,e2)	HYPERNYM	1.000	4	6010001	('lawman.n.01', 'organization.n.01')
Member-Collection(e2,e1)	HYPERNYM	1.000	4	6010001	('fleet.n.04', 'vessel.n.02')
Component-Whole(e1,e2)	HYPERNYM	1.000	4	6010000	('form.n.01', 'woody_plant.n.01')
Entity-Destination(e1,e2)	HYPERNYM	1.000	4	6010001	('record.n.01', 'book.n.01')
Entity-Destination(e1,e2)	FRAME	1.000	4	2010000	('Exporting',)
Entity-Destination(e1,e2)	PREP_STRUCT_LEXNAME	1.000	4	10010000	('into', 'move', 'nsubj', 'prep', 'noun.group', 'noun.location')
Entity-Origin(e1,e2)	PREP_STRUCT_LEXNAME	1.000	4	10010000	('from', 'release', 'nsubjpass', 'prep', 'noun.person', 'noun.artifact')
Cause-Effect(e2,e1)	PREP_STRUCT_LEXNAME	1.000	4	10010001	('by', 'cause', 'none', 'agent', 'noun.state', 'noun.person')
Entity-Origin(e1,e2)	PREP_STRUCT_LEXNAME	1.000	4	10010001	('from', 'distil', 'nsubjpass', 'prep', 'noun.substance', 'noun.substance')
Entity-Destination(e1,e2)	PREP_STRUCT_LEXNAME	1.000	4	10010001	('into', 'move', 'nsubj', 'prep', 'noun.person', 'noun.location')
Content-Container(e1,e2)	PREP_STRUCT_LEXNAME	1.000	4	10010001	('of', 'body', 'nsubjpass', 'none', 'noun.body', 'noun.artifact')
